股票代码,股票简称,个股热度[20250708],个股热度排名[20250708],market_code,code,最新价,最新涨跌幅
600740.SH,山西焦化,3247.0,2888,17,600740,3.8,1.063829787
002766.SZ,索菱股份,3245.5,2890,33,002766,5.29,1.730769231
600133.SH,东湖高新,3245.0,2891,17,600133,9.05,0.667408231
002993.SZ,奥海科技,3244.5,2892,33,002993,40.59,2.241813602
002441.SZ,众业达,3239.5,2894,33,002441,9.3,0.649350649
300477.SZ,ST合纵,3239.5,2893,33,300477,2.28,-0.436681223
000728.SZ,国元证券,3238.5,2895,33,000728,7.98,0.884955752
000501.SZ,武商集团,3235.5,2896,33,000501,8.75,0.344036697
600736.SH,苏州高新,3234.0,2897,17,600736,5.45,1.113172542
603977.SH,国泰集团,3233.5,2898,17,603977,12.28,-0.081366965
600246.SH,万通发展,3233.0,2899,17,600246,6.4,0.313479624
601001.SH,晋控煤业,3232.5,2900,17,601001,12.45,-0.796812749
301121.SZ,紫建电子,3229.5,2901,33,301121,41.45,0.120772947
688411.SH,海博思创,3227.0,2902,17,688411,89.88,4.269141531
000610.SZ,西安旅游,3226.5,2903,33,000610,12.68,0.078926598
000908.SZ,ST景峰,3222.5,2905,33,000908,5.99,1.525423729
301128.SZ,强瑞技术,3222.5,2904,33,301128,49.6,2.649006623
300062.SZ,中能电气,3219.5,2906,33,300062,5.63,1.258992806
002945.SZ,华林证券,3219.0,2907,33,002945,14.38,0.983146067
001330.SZ,博纳影业,3216.0,2908,33,001330,4.7,0.858369099
300358.SZ,楚天科技,3210.0,2909,33,300358,8.03,-0.248447205
300729.SZ,乐歌股份,3206.5,2910,33,300729,14.53,1.608391608
300158.SZ,振东制药,3203.5,2911,33,300158,4.66,1.304347826
603278.SH,大业股份,3203.0,2912,17,603278,9.22,1.878453039
600630.SH,龙头股份,3201.0,2914,17,600630,8.19,0.986436498
600658.SH,电子城,3201.0,2913,17,600658,4.59,1.324503311
301048.SZ,金鹰重工,3193.0,2916,33,301048,11.15,-1.24003543
600543.SH,莫高股份,3193.0,2915,17,600543,6.54,-0.304878049
603416.SH,信捷电气,3190.5,2917,17,603416,55.5,2.815857725
603969.SH,银龙股份,3190.0,2918,17,603969,7.52,-0.397350993
002646.SZ,天佑德酒,3189.5,2920,33,002646,9.36,0.862068966
603061.SH,金海通,3189.5,2919,17,603061,87.89,0.814406974
300637.SZ,扬帆新材,3187.5,2921,33,300637,12,-1.153212521
600597.SH,光明乳业,3187.0,2922,17,600597,8.47,0.236686391
603535.SH,嘉诚国际,3186.0,2923,17,603535,11.34,0.531914894
300210.SZ,森远股份,3181.5,2924,33,300210,10.73,1.322001889
688131.SH,皓元医药,3179.5,2925,17,688131,52.86,2.62085032
002544.SZ,普天科技,3178.0,2927,33,002544,23,1.01010101
002948.SZ,青岛银行,3178.0,2926,33,002948,5.13,-1.156069364
000802.SZ,北京文化,3177.5,2928,33,000802,4.9,0.616016427
688588.SH,凌志软件,3176.5,2929,17,688588,15,3.234686855
301591.SZ,肯特股份,3174.5,2930,33,301591,40.92,2.428035044
300074.SZ,华平股份,3172.0,2931,33,300074,5.03,1.616161616
301252.SZ,同星科技,3171.5,2932,33,301252,25.71,1.101061738
601860.SH,紫金银行,3169.0,2933,17,601860,3.19,0.314465409
603565.SH,中谷物流,3168.5,2934,17,603565,9.65,-0.309917355
600272.SH,开开实业,3166.5,2935,17,600272,14.05,-0.213068182
603938.SH,三孚股份,3157.5,2936,17,603938,14.7,0.961538462
600955.SH,维远股份,3157.0,2937,17,600955,14.27,0.705716302
003002.SZ,壶化股份,3155.5,2938,33,003002,28.14,3.837638376
600335.SH,国机汽车,3154.0,2939,17,600335,6.48,0.934579439
002238.SZ,天威视讯,3151.0,2940,33,002238,8.75,1.744186047
002712.SZ,思美传媒,3150.5,2941,33,002712,5.89,1.202749141
688693.SH,锴威特,3147.0,2942,17,688693,35.78,1.359773371
301160.SZ,翔楼新材,3146.5,2943,33,301160,77.41,0.441157389
600818.SH,中路股份,3145.0,2944,17,600818,11.37,1.336898396
600266.SH,城建发展,3144.0,2945,17,600266,4.79,1.914893617
000429.SZ,粤高速A,3142.5,2946,33,000429,13.52,-0.515084621
600661.SH,昂立教育,3141.5,2947,17,600661,10.88,1.021355617
002912.SZ,中新赛克,3137.0,2948,33,002912,23.55,1.377529057
300128.SZ,锦富技术,3136.0,2949,33,300128,5.53,1.282051282
001328.SZ,登康口腔,3133.5,2950,33,001328,45.45,-1.602078372
603048.SH,浙江黎明,3132.5,2951,17,603048,17.9,-0.389538119
000523.SZ,红棉股份,3132.0,2952,33,000523,3.3,0.917431193
002075.SZ,沙钢股份,3131.0,2953,33,002075,5.92,1.023890785
600054.SH,黄山旅游,3130.5,2954,17,600054,11.65,0.085910653
600073.SH,光明肉业,3130.0,2956,17,600073,7.22,-0.138312586
603373.SH,安邦护卫,3130.0,2955,17,603373,42.46,-0.023546032
601155.SH,新城控股,3128.0,2957,17,601155,14,0.574712644
300277.SZ,海联讯,3127.5,2958,33,300277,12.7,-0.78125
603790.SH,雅运股份,3126.5,2959,17,603790,18.19,-2.204301075
002643.SZ,万润股份,3125.5,2960,33,002643,11.42,1.061946903
688506.SH,百利天恒,3125.0,2961,17,688506,292.2,-3.529334082
000589.SZ,贵州轮胎,3124.5,2963,33,000589,4.52,0.22172949
603335.SH,迪生力,3124.5,2962,17,603335,5.09,0.792079208
603315.SH,福鞍股份,3116.5,2964,17,603315,12.58,1.451612903
688227.SH,品高股份,3115.5,2965,17,688227,32.92,6.606217617
000711.SZ,*ST京蓝,3114.5,2967,33,000711,1.85,3.351955307
300009.SZ,安科生物,3114.5,2966,33,300009,8.77,0.228571429
300304.SZ,云意电气,3113.5,2968,33,300304,7.49,0.13368984
000581.SZ,威孚高科,3110.0,2969,33,000581,18.96,0.476947536
002363.SZ,隆基机械,3108.5,2970,33,002363,7.72,1.578947368
300037.SZ,新宙邦,3107.5,2971,33,300037,33.65,1.385959626
600222.SH,太龙药业,3106.0,2972,17,600222,5.91,-0.168918919
300694.SZ,蠡湖股份,3105.0,2973,33,300694,14.05,0.142551675
001219.SZ,青岛食品,3103.0,2974,33,001219,14.18,-0.49122807
601330.SH,绿色动力,3102.0,2975,17,601330,7.69,-0.12987013
300179.SZ,四方达,3101.5,2976,33,300179,10.06,1.105527638
688662.SH,富信科技,3100.0,2977,17,688662,38.18,7.853107345
002010.SZ,传化智联,3098.0,2979,33,002010,5.62,0.897666068
837592.BJ,华信永道,3098.0,2978,151,837592,57.27,-0.139494333
301149.SZ,隆华新材,3097.0,2980,33,301149,11.73,2.714535902
600579.SH,中化装备,3093.0,2981,17,600579,8.01,0.881612091
301368.SZ,丰立智能,3091.5,2982,33,301368,60.06,1.589986468
300011.SZ,鼎汉技术,3090.5,2983,33,300011,7.59,2.016129032
601958.SH,金钼股份,3090.0,2984,17,601958,11.04,1.006404392
603339.SH,四方科技,3089.5,2985,17,603339,12.28,1.655629139
300918.SZ,南山智尚,3087.0,2986,33,300918,18.15,0.110314396
603569.SH,长久物流,3086.5,2987,17,603569,7.83,0.642673522
603759.SH,海天股份,3085.0,2988,17,603759,8.61,-0.577367206
688776.SH,国光电气,3084.0,2989,17,688776,100.54,-4.174609226
603062.SH,麦加芯彩,3081.0,2990,17,603062,46.96,-2.044221944
002535.SZ,林州重机,3080.5,2992,33,002535,4.02,1.515151515
603275.SH,众辰科技,3080.5,2991,17,603275,48.07,-1.977977162
600248.SH,陕建股份,3079.0,2993,17,600248,3.88,0.258397933
839680.BJ,*ST广道,3078.5,2994,151,839680,,
002042.SZ,华孚时尚,3078.0,2995,33,002042,4.54,-0.21978022
002838.SZ,道恩股份,3077.0,2996,33,002838,18.43,-1.285484735
002796.SZ,世嘉科技,3075.5,2997,33,002796,11.78,1.551724138
301500.SZ,飞南资源,3073.0,2998,33,301500,22.66,2.673312188
301338.SZ,凯格精机,3072.5,2999,33,301338,44.61,1.133529812
000936.SZ,华西股份,3072.0,3000,33,000936,6.88,1.176470588
600773.SH,西藏城投,3071.5,3001,17,600773,10.14,0.895522388
002283.SZ,天润工业,3071.0,3002,33,002283,5.97,0.505050505
002084.SZ,海鸥住工,3070.5,3003,33,002084,3.64,1.111111111
603568.SH,伟明环保,3069.0,3004,17,603568,19.28,0.312174818
600774.SH,汉商集团,3068.5,3005,17,600774,8.87,1.371428571
600641.SH,万业企业,3066.5,3006,17,600641,13.6,0.965107647
300357.SZ,我武生物,3064.5,3007,33,300357,21.3,1.13960114
600479.SH,千金药业,3056.5,3008,17,600479,10.64,-0.374531835
002349.SZ,精华制药,3051.0,3010,33,002349,7.34,0.273224044
300906.SZ,日月明,3051.0,3009,33,300906,29.05,2.505292872
300284.SZ,苏交科,3050.5,3011,33,300284,9.08,1.339285714
301210.SZ,金杨股份,3050.0,3012,33,301210,41.3,4.108898412
300331.SZ,苏大维格,3049.5,3013,33,300331,21.87,0.969529086
603466.SH,风语筑,3048.5,3014,17,603466,10.16,1.094527363
600322.SH,津投城开,3047.0,3015,17,600322,2.91,-0.342465753
603658.SH,安图生物,3044.0,3016,17,603658,37.8,-0.290160907
603306.SH,华懋科技,3043.5,3017,17,603306,42.48,2.189078662
300369.SZ,绿盟科技,3042.5,3018,33,300369,7.83,0.384615385
831039.BJ,国义招标,3039.0,3019,151,831039,11.31,6.899810964
603660.SH,苏州科达,3038.5,3020,17,603660,7.13,1.134751773
600831.SH,ST广网,3038.0,3021,22,600831,4.19,2.696078431
002980.SZ,华盛昌,3036.0,3022,33,002980,20.07,0.049850449
600860.SH,京城股份,3033.0,3023,17,600860,11.54,0.698080279
601678.SH,滨化股份,3031.5,3024,17,601678,4.27,1.666666667
603013.SH,亚普股份,3030.5,3025,17,603013,18.78,1.403887689
002952.SZ,亚世光电,3027.0,3026,33,002952,21.56,0.983606557
600298.SH,安琪酵母,3023.0,3027,17,600298,34.58,0.377358491
600720.SH,中交设计,3019.5,3029,17,600720,7.77,0.258064516
688668.SH,鼎通科技,3019.5,3028,17,688668,62.96,3.382594417
300099.SZ,尤洛卡,3012.5,3030,33,300099,7.18,1.412429379
688025.SH,杰普特,3012.0,3031,17,688025,81.45,2.336977007
300927.SZ,江天化学,3011.5,3033,33,300927,27.94,0.251166128
300994.SZ,久祺股份,3011.5,3032,33,300994,16.1,-0.739827374
603508.SH,思维列控,3010.5,3034,17,603508,28.85,0.13884068
000779.SZ,甘咨询,3008.0,3035,33,000779,9.43,0
002905.SZ,金逸影视,3007.5,3036,33,002905,9.63,1.689545935
002064.SZ,华峰化学,3006.5,3038,33,002064,6.74,0.898203593
601311.SH,骆驼股份,3006.5,3037,17,601311,8.68,0.81300813
002452.SZ,长高电新,3003.0,3039,33,002452,7.09,-0.281293952
301611.SZ,珂玛科技,3001.5,3040,33,301611,52.82,1.245926778
600370.SH,三房巷,3000.5,3041,17,600370,2,0.502512563
605186.SH,健麾信息,2999.0,3042,17,605186,21.5,3.614457831
600179.SH,安通控股,2997.5,3043,17,600179,2.84,0.709219858
301061.SZ,匠心家居,2996.5,3044,33,301061,88.79,0.486645541
603718.SH,海利生物,2991.5,3045,17,603718,7.6,0.131752306
600197.SH,伊力特,2990.0,3046,17,600197,14.56,0.413793103
600373.SH,中文传媒,2989.0,3047,17,600373,10.18,0.493583416
300345.SZ,华民股份,2984.5,3048,33,300345,7.8,-0.383141762
603192.SH,汇得科技,2981.0,3049,17,603192,20.96,0.047732697
300786.SZ,国林科技,2978.0,3050,33,300786,15.07,0.870147256
000069.SZ,华侨城A,2977.0,3051,33,000069,2.3,1.321585903
605299.SH,舒华体育,2975.5,3052,17,605299,9.07,-1.090512541
300590.SZ,移为通信,2974.5,3053,33,300590,12.76,1.998401279
601068.SH,中铝国际,2974.0,3054,17,601068,4.59,0.437636761
600939.SH,重庆建工,2972.5,3055,17,600939,3.45,0.583090379
000898.SZ,鞍钢股份,2972.0,3056,33,000898,2.55,1.19047619
002970.SZ,锐明技术,2971.5,3057,33,002970,50.7,1.82767624
838163.BJ,方大新材,2971.0,3058,151,838163,19.24,-1.333333333
002332.SZ,仙琚制药,2969.0,3061,33,002332,9.39,0.643086817
002842.SZ,翔鹭钨业,2969.0,3060,33,002842,8.39,1.82038835
301603.SZ,乔锋智能,2969.0,3059,33,301603,50.39,2.941777324
000017.SZ,深中华A,2968.5,3062,33,000017,6.4,0.156494523
300785.SZ,值得买,2967.0,3063,33,300785,30.96,0.945549397
300435.SZ,中泰股份,2965.5,3064,33,300435,15.55,-0.448143406
688199.SH,久日新材,2961.0,3065,17,688199,27.3,0.88691796
300201.SZ,海伦哲,2959.0,3066,33,300201,5.42,0.743494424
000513.SZ,丽珠集团,2951.0,3067,33,000513,36.39,-0.164609053
300272.SZ,开能健康,2950.5,3068,33,300272,6.79,0.741839763
300455.SZ,航天智装,2949.5,3069,33,300455,13.88,0.144300144
002627.SZ,三峡旅游,2949.0,3071,33,002627,5.42,0.184842884
301179.SZ,泽宇智能,2949.0,3070,33,301179,15.23,0.727513228
000011.SZ,深物业A,2946.5,3072,33,000011,8.76,1.62412993
603588.SH,高能环境,2945.5,3073,17,603588,5.9,0.340136054
301516.SZ,中远通,2944.5,3074,33,301516,17.17,2.507462687
002857.SZ,三晖电气,2942.5,3076,33,002857,19.78,-2.561576355
603196.SH,日播时尚,2942.5,3075,17,603196,16.85,0.118835413
600624.SH,复旦复华,2938.5,3077,17,600624,6.94,0.289017341
000004.SZ,*ST国华,2937.5,3078,33,000004,9.35,1.520086862
600771.SH,广誉远,2936.5,3079,17,600771,20.07,0.099750623
300828.SZ,锐新科技,2936.0,3080,33,300828,17.35,2.118893467
002136.SZ,安纳达,2935.5,3082,33,002136,10.76,0.84348641
603813.SH,*ST原尚,2935.5,3081,22,603813,13.76,5.038167939
300424.SZ,航新科技,2934.0,3083,33,300424,16.7,0.541842264
000550.SZ,江铃汽车,2930.5,3084,33,000550,20.48,0.688298918
002957.SZ,科瑞技术,2930.0,3086,33,002957,16.25,1.3724267
301091.SZ,深城交,2930.0,3085,33,301091,28.48,0.175870559
000048.SZ,京基智农,2929.0,3087,33,000048,15.73,-0.063532402
002903.SZ,宇环数控,2926.0,3088,33,002903,19.74,0.611620795
600824.SH,益民集团,2925.0,3090,17,600824,4.2,0.71942446
688122.SH,西部超导,2925.0,3089,17,688122,50.62,0.277337559
300441.SZ,鲍斯股份,2924.0,3091,33,300441,8.06,0.876095119
601997.SH,贵阳银行,2923.0,3092,17,601997,6.66,-0.149925037
600346.SH,恒力石化,2922.5,3093,17,600346,14.25,0.564573042
300171.SZ,东富龙,2922.0,3094,33,300171,13.1,0.152905199
002199.SZ,*ST东晶,2919.5,3095,33,002199,8.58,2.877697842
002919.SZ,名臣健康,2918.5,3096,33,002919,16.73,1.70212766
002973.SZ,侨银股份,2916.5,3097,33,002973,13.71,2.389843167
605018.SH,长华集团,2916.0,3098,17,605018,12.23,0.328137818
000526.SZ,学大教育,2915.0,3099,33,000526,47,-0.781085075
002953.SZ,日丰股份,2914.0,3100,33,002953,10.7,1.325757576
300481.SZ,濮阳惠成,2913.0,3101,33,300481,14.64,2.306079665
300900.SZ,广联航空,2909.0,3102,33,300900,22.89,0.527009223
000623.SZ,吉林敖东,2906.0,3103,33,000623,17.19,0.350262697
600617.SH,国新能源,2903.5,3104,17,600617,2.82,0.355871886
002895.SZ,川恒股份,2903.0,3106,33,002895,23.14,0.346921075
003039.SZ,顺控发展,2903.0,3105,33,003039,13.96,-0.498930862
002577.SZ,雷柏科技,2902.5,3108,33,002577,20.31,1.906673357
603678.SH,火炬电子,2902.5,3107,17,603678,37.14,1.69769989
603323.SH,苏农银行,2902.0,3109,17,603323,5.72,-1.379310345
000088.SZ,盐田港,2901.0,3112,33,000088,4.56,0.440528634
300422.SZ,博世科,2901.0,3111,33,300422,5.15,0.782778865
600750.SH,江中药业,2901.0,3110,17,600750,21.89,0
300243.SZ,瑞丰高材,2900.5,3113,33,300243,11.06,1.282051282
000893.SZ,亚钾国际,2900.0,3114,33,000893,30.99,1.806833114
000686.SZ,东北证券,2900.0,3115,33,000686,7.76,1.305483029
000897.SZ,津滨发展,2894.0,3116,33,000897,2.39,0.843881857
600903.SH,贵州燃气,2890.5,3117,17,600903,6.94,0.144300144
002302.SZ,西部建设,2889.5,3118,33,002302,5.98,1.184433164
000975.SZ,山金国际,2887.5,3119,33,000975,18.87,-0.158730159
000736.SZ,*ST中地,2886.0,3120,33,000736,4.75,-0.210084034
300553.SZ,集智股份,2885.0,3122,33,300553,37.08,-1.670644391
603773.SH,沃格光电,2885.0,3121,17,603773,25.08,-0.436681223
002353.SZ,杰瑞股份,2882.0,3123,33,002353,34.11,0.323529412
002182.SZ,宝武镁业,2879.5,3124,33,002182,12,0.840336134
601118.SH,海南橡胶,2875.5,3125,17,601118,4.82,0.207900208
301551.SZ,无线传媒,2874.0,3126,33,301551,48.1,1.648351648
300066.SZ,三川智慧,2873.0,3128,33,300066,4.43,1.605504587
603989.SH,艾华集团,2873.0,3127,17,603989,15.7,1.948051948
002511.SZ,中顺洁柔,2868.5,3129,33,002511,6.92,0.435413643
002606.SZ,大连电瓷,2868.0,3131,33,002606,9.28,-0.535905681
688076.SH,诺泰生物,2868.0,3130,17,688076,38.26,1.163405605
301275.SZ,汉朔科技,2867.0,3132,33,301275,57.58,1.83940573
002478.SZ,常宝股份,2864.5,3133,33,002478,5.51,1.100917431
603030.SH,全筑股份,2863.5,3134,17,603030,2.7,0.371747212
002408.SZ,齐翔腾达,2863.0,3135,33,002408,4.69,0.860215054
600929.SH,雪天盐业,2861.5,3136,17,600929,5.09,0.992063492
002483.SZ,润邦股份,2860.5,3137,33,002483,6.39,0.471698113
603758.SH,秦安股份,2858.5,3138,17,603758,16.48,0
000927.SZ,中国铁物,2857.5,3139,33,000927,2.62,0
301039.SZ,中集车辆,2856.0,3140,33,301039,8.4,1.326899879
002780.SZ,三夫户外,2855.5,3141,33,002780,13.57,0.369822485
603833.SH,欧派家居,2853.5,3142,17,603833,56.34,0.071047957
600683.SH,京投发展,2848.5,3143,17,600683,4.09,1.488833747
002005.SZ,ST德豪,2848.0,3144,33,002005,2.51,2.448979592
301233.SZ,盛帮股份,2846.5,3145,33,301233,55.55,0.798403194
600609.SH,金杯汽车,2845.5,3146,17,600609,5.26,0.381679389
300726.SZ,宏达电子,2843.5,3147,33,300726,34.48,1.322362621
300039.SZ,上海凯宝,2842.0,3148,33,300039,6.25,0.321027287
301488.SZ,豪恩汽电,2841.0,3149,33,301488,69.12,1.200585652
688220.SH,翱捷科技,2839.0,3150,17,688220,75.35,3.431708991
000407.SZ,胜利股份,2835.5,3151,33,000407,3.47,1.759530792
300167.SZ,ST迪威迅,2831.5,3152,33,300167,5.18,0.582524272
001218.SZ,丽臣实业,2830.5,3153,33,001218,18.2,-1.461829995
300898.SZ,熊猫乳品,2830.0,3155,33,300898,27.24,-0.583941606
600459.SH,贵研铂业,2830.0,3154,17,600459,15.08,0.332667997
000090.SZ,天健集团,2828.0,3156,33,000090,3.66,0.549450549
000922.SZ,佳电股份,2825.0,3157,33,000922,11.18,0.17921147
300022.SZ,吉峰科技,2823.5,3158,33,300022,9.75,-0.204708291
603888.SH,新华网,2822.0,3159,17,603888,23.7,0.679694138
688545.SH,兴福电子,2821.0,3160,17,688545,27.8,3.538175047
301167.SZ,建研设计,2813.5,3161,33,301167,16.71,2.076970067
600217.SH,中再资环,2812.5,3162,17,600217,4.5,0.896860987
688543.SH,国科军工,2810.5,3163,17,688543,56.42,-0.14159292
002149.SZ,西部材料,2808.0,3164,33,002149,18.73,-0.689289502
002500.SZ,山西证券,2807.5,3165,33,002500,5.92,1.023890785
300817.SZ,双飞集团,2806.0,3166,33,300817,22.5,1.078167116
300943.SZ,春晖智控,2804.5,3167,33,300943,15.47,0.38935756
300161.SZ,华中数控,2802.5,3168,33,300161,26.12,1.476301476
301510.SZ,固高科技,2801.5,3170,33,301510,29.39,2.404181185
601000.SH,唐山港,2801.5,3169,17,601000,4.09,-0.72815534
002043.SZ,兔宝宝,2800.0,3171,33,002043,9.84,0.716479017
002864.SZ,盘龙药业,2797.0,3172,33,002864,29.04,0.938477581
002160.SZ,常铝股份,2796.5,3173,33,002160,4.34,0.696055684
000603.SZ,盛达资源,2796.0,3175,33,000603,15.12,0.066181337
301323.SZ,新莱福,2796.0,3174,33,301323,43.6,2.830188679
600780.SH,通宝能源,2795.5,3176,17,600780,6.21,-0.956937799
600408.SH,安泰集团,2795.0,3177,17,600408,2.17,0.930232558
301329.SZ,信音电子,2789.0,3178,33,301329,20.06,2.503832397
835640.BJ,富士达,2788.5,3179,151,835640,28.5,3.862973761
300849.SZ,锦盛新材,2787.5,3180,33,300849,12.95,0.699844479
002039.SZ,黔源电力,2786.0,3181,33,002039,16.28,-0.792199878
688787.SH,海天瑞声,2784.0,3182,17,688787,99.6,4.577908442
601858.SH,中国科传,2783.0,3183,17,601858,19.31,0.888192268
002752.SZ,昇兴股份,2776.0,3185,33,002752,5.71,1.061946903
601588.SH,北辰实业,2776.0,3184,17,601588,1.84,0.546448087
688353.SH,华盛锂电,2775.5,3186,17,688353,34.62,1.050788091
301067.SZ,显盈科技,2774.0,3187,33,301067,32.01,0.692041522
603367.SH,辰欣药业,2771.5,3188,17,603367,15.42,-0.258732212
603381.SH,永臻股份,2771.0,3189,17,603381,21.95,0.411710887
920489.BJ,佳先股份,2766.0,3190,151,920489,23.37,0.42973786
002397.SZ,梦洁股份,2763.5,3191,33,002397,3.7,0.27100271
300365.SZ,恒华科技,2762.0,3192,33,300365,6.66,0.604229607
301173.SZ,毓恬冠佳,2761.5,3194,33,301173,45.94,1.749723145
601333.SH,广深铁路,2761.5,3193,17,601333,2.94,0.684931507
001380.SZ,华纬科技,2761.0,3195,33,001380,20.71,2.779156328
688019.SH,安集科技,2760.5,3196,17,688019,153.89,1.063899652
301158.SZ,德石股份,2758.0,3197,33,301158,17.49,0.401836969
300659.SZ,中孚信息,2754.0,3198,33,300659,14.28,1.276595745
300644.SZ,南京聚隆,2752.5,3199,33,300644,26.88,0.410907733
600757.SH,长江传媒,2752.0,3200,17,600757,9.78,-1.212121212
600153.SH,建发股份,2750.5,3201,17,600153,10.52,-0.56710775
002726.SZ,龙大美食,2748.5,3202,33,002726,5.8,-0.684931507
688561.SH,奇安信,2740.5,3203,17,688561,33.09,1.440833844
603999.SH,读者传媒,2739.5,3204,17,603999,6.68,1.365705615
000883.SZ,湖北能源,2738.0,3205,33,000883,4.61,-0.216450216
603375.SH,盛景微,2737.5,3206,17,603375,37.16,0.568335589
600215.SH,派斯林,2736.5,3207,17,600215,7.41,1.785714286
300349.SZ,金卡智能,2733.5,3209,33,300349,12.02,1.606086221
688077.SH,大地熊,2733.5,3208,17,688077,31.29,2.590163934
300378.SZ,鼎捷数智,2733.0,3210,33,300378,34.33,1.869436202
301616.SZ,浙江华业,2732.0,3211,33,301616,42.43,1.628742515
300434.SZ,金石亚药,2730.5,3213,33,300434,9.75,0.931677019
600376.SH,首开股份,2730.5,3212,17,600376,2.56,1.992031873
002275.SZ,桂林三金,2729.5,3214,33,002275,14.65,0.205198358
600137.SH,浪莎股份,2725.0,3215,17,600137,18.73,0.160427807
601686.SH,友发集团,2722.5,3216,17,601686,6.06,1.337792642
300279.SZ,和晶科技,2717.5,3218,33,300279,7.03,1.884057971
300197.SZ,节能铁汉,2717.5,3219,33,300197,2.13,1.428571429
600500.SH,中化国际,2717.5,3217,17,600500,3.89,0.257731959
603353.SH,和顺石油,2717.0,3220,17,603353,16.54,1.162079511
002554.SZ,惠博普,2714.5,3222,33,002554,2.85,0.352112676
600108.SH,亚盛集团,2714.5,3221,17,600108,3,0.334448161
002901.SZ,大博医疗,2713.5,3223,33,002901,36.25,0.471175166
603680.SH,今创集团,2711.5,3224,17,603680,11.53,0.260869565
002595.SZ,豪迈科技,2709.5,3226,33,002595,58.3,0.03431709
300536.SZ,农尚环境,2709.5,3225,33,300536,9.33,-0.213903743
301085.SZ,亚康股份,2707.5,3228,33,301085,58.59,2.591490107
600785.SH,新华百货,2707.5,3227,17,600785,12.1,0.082712986
600094.SH,大名城,2706.5,3229,17,600094,3.19,0.630914826
300865.SZ,大宏立,2704.0,3231,33,300865,29.27,-0.543662929
603391.SH,力聚热能,2704.0,3230,17,603391,40.45,1.889168766
002135.SZ,东南网架,2703.5,3232,33,002135,4.33,0.697674419
605580.SH,恒盛能源,2702.5,3233,17,605580,13.9,-0.855920114
300421.SZ,力星股份,2701.5,3234,33,300421,14.77,1.581843191
688268.SH,华特气体,2694.5,3235,17,688268,50.59,-0.784467543
000410.SZ,沈阳机床,2693.5,3236,33,000410,6.46,0.466562986
000505.SZ,京粮控股,2692.5,3237,33,000505,6.51,0
000719.SZ,中原传媒,2691.0,3239,33,000719,13.07,-1.432880845
300792.SZ,壹网壹创,2691.0,3238,33,300792,24.46,0.699876492
688213.SH,思特威,2688.0,3240,17,688213,105.3,1.016884114
300152.SZ,ST新动力,2680.5,3241,33,300152,2.53,0
300487.SZ,蓝晓科技,2678.0,3243,33,300487,50.93,0.039285013
601828.SH,美凯龙,2678.0,3242,17,601828,3.02,1.003344482
603190.SH,亚通精工,2674.5,3244,17,603190,23.5,1.952277657
300522.SZ,世名科技,2670.0,3245,33,300522,13.69,1.708766716
300425.SZ,中建环能,2667.5,3246,33,300425,5.4,1.694915254
600653.SH,申华控股,2666.5,3247,17,600653,1.93,1.047120419
603273.SH,天元智能,2663.5,3248,17,603273,17.69,0.970319635
002004.SZ,华邦健康,2662.5,3249,33,002004,4.33,1.643192488
300219.SZ,鸿利智汇,2659.0,3250,33,300219,6.72,1.357466063
003018.SZ,金富科技,2657.0,3251,33,003018,11.93,1.273344652
001965.SZ,招商公路,2656.0,3252,33,001965,12.01,-0.661703888
600239.SH,云南城投,2655.5,3253,17,600239,2.39,0.843881857
300830.SZ,金现代,2650.0,3254,33,300830,9.05,0.667408231
688099.SH,晶晨股份,2649.0,3255,17,688099,71.93,2.904148784
001239.SZ,永达股份,2646.5,3256,33,001239,15.1,0.532623169
300859.SZ,西域旅游,2645.0,3258,33,300859,37.77,0.238853503
603858.SH,步长制药,2645.0,3257,17,603858,16.54,-0.181050091
001331.SZ,胜通能源,2641.5,3259,33,001331,10.2,0.591715976
002889.SZ,东方嘉盛,2639.5,3260,33,002889,14.85,0.270087779
000698.SZ,沈阳化工,2637.5,3261,33,000698,3.95,2.067183463
300905.SZ,宝丽迪,2636.5,3262,33,300905,30.68,0.327011118
300082.SZ,奥克股份,2634.5,3263,33,300082,7.43,0.677506775
600282.SH,南钢股份,2634.0,3264,17,600282,4.52,0.892857143
300680.SZ,隆盛科技,2632.5,3265,33,300680,35.2,0.859598854
600649.SH,城投控股,2630.5,3266,17,600649,4.39,1.856148492
600933.SH,爱柯迪,2630.0,3267,17,600933,15.88,1.599488164
000952.SZ,广济药业,2629.0,3268,33,000952,6.51,-1.512859304
300691.SZ,联合光电,2628.5,3269,33,300691,18.52,1.312910284
600525.SH,ST长园,2627.5,3270,22,600525,3.4,0.591715976
003043.SZ,华亚智能,2626.5,3272,33,003043,42.98,-0.463177397
300585.SZ,奥联电子,2626.5,3271,33,300585,15.59,-1.764335224
600803.SH,新奥股份,2621.5,3273,17,600803,19.5,-1.614530777
603730.SH,岱美股份,2620.5,3274,17,603730,5.67,0.531914894
000718.SZ,苏宁环球,2619.5,3276,33,000718,2.24,0.900900901
601528.SH,瑞丰银行,2619.5,3275,17,601528,5.96,-0.996677741
002025.SZ,航天电器,2616.5,3277,33,002025,49,0.512820513
603998.SH,方盛制药,2615.0,3278,17,603998,10.3,0.29211295
688114.SH,华大智造,2614.5,3279,17,688114,62.08,1.041666667
688049.SH,炬芯科技,2613.5,3280,17,688049,59.9,1.870748299
